game,text,label
spain_laliga/2016-2017/2017-03-01 - 23-30 Real Madrid 3 - 3 Las Palmas/2,Javi Varas has the exit.,CURRENT
spain_laliga/2015-2016/2016-04-16 - 17-00 Getafe 1 - 5 Real Madrid/1,Pedro León before that ball that Vigaray had scored.,CURRENT
italy_serie-a/2016-2017/2016-10-26 - 21-45 Sassuolo 1 - 3 AS Roma/1,solo sample from last season I think Sansona was the main star of Ani Berrardi,PAST
europe_uefa-champions-league/2014-2015/2014-12-09 - 22-45 Real Madrid 4 - 0 Ludogorets/2,For what he is.,CURRENT
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/1,"And after Tony in 2006, he managed to score 30 miles, more than 30 goals in the Italian Championship.",PAST
spain_laliga/2016-2017/2017-01-08 - 22-45 Villarreal 1 - 1 Barcelona/2,three supports,IRRELEVANT
germany_bundesliga/2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt/2,supports his full-backs,IRRELEVANT
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/1,But his favorite maneuver is a shift under his right foot and a sharp blow into the far corner.,IRRELEVANT
france_ligue-1/2016-2017/2016-09-23 - 21-45 Toulouse 2 - 0 Paris SG/2,not quite the same as last year,PAST
spain_laliga/2016-2017/2017-02-26 - 22-45 Villarreal 2 - 3 Real Madrid/2,But for a born lefty.,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-15 - 21-45 Real Madrid 4 - 0 Shakhtar Donetsk/2,the referee very well in this section,CURRENT
spain_laliga/2015-2016/2015-09-12 - 17-00 Espanyol 0 - 6 Real Madrid/2,the same who did it in the previous match ,PAST
italy_serie-a/2016-2017/2016-12-22 - 22-45 AS Roma 3 - 1 Chievo/2,Looks who supports him.,IRRELEVANT
italy_serie-a/2016-2017/2016-09-25 - 13-30 Torino 3 - 1 AS Roma/2,Total Trail and favorite.,IRRELEVANT
france_ligue-1/2016-2017/2017-02-08 - 18-00 Nice 1 - 0 Saint Etienne/2,He loves and knows how.,IRRELEVANT
italy_serie-a/2014-2015/2015-05-17 - 13-30 Sassuolo 3 - 2 AC Milan/2,Fontanesi.,CURRENT
spain_laliga/2016-2017/2017-04-15 - 17-15 Gijon 2 - 3 Real Madrid/2,Real Madrid misses it.,CURRENT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/1,"Brode comes from this region, was born in Seeheim-Jugendheim, which is part of the Darmstadt district, so for him it will certainly be a really, really great game, a great challenge and, from his point of view, finally back in the FC Bayern starting eleven.",PAST
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma/1,looking for those passes,CURRENT
spain_laliga/2019-2020/2019-10-05 - 18-00 Real Madrid 4 - 2 Granada/1,A higher level than last season.,PAST
europe_uefa-champions-league/2016-2017/2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid/2,"In a similar action, 1 to 2 was born",IRRELEVANT
spain_laliga/2014-2015/2015-04-11 - 17-00 Real Madrid 3 - 0 Eibar/1,"Gustavo López said, he is electric and he is the one who loves it the most, the one who wants it the most.",IRRELEVANT
italy_serie-a/2015-2016/2015-09-26 - 21-45 Napoli 2 - 1 Juventus/2,team italy last season no matter how many newcomers come to juve this summer,PAST
europe_uefa-champions-league/2016-2017/2016-10-19 - 21-45 Paris SG 3 - 0 Basel/1,Dominique was talking about it earlier,PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/1,Olivier Dalloglio who spoke earlier,PAST
spain_laliga/2015-2016/2016-04-16 - 17-00 Getafe 1 - 5 Real Madrid/2,before one of his favorite victims,IRRELEVANT
spain_laliga/2016-2017/2017-05-06 - 21-45 Granada CF 0 - 4 Real Madrid/1,Well,CURRENT
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Real Madrid 1 - 0 Paris SG/2,But also approval of what Guti said,CURRENT
spain_laliga/2016-2017/2017-03-19 - 22-45 Barcelona 4 - 2 Valencia/1,It doesn't even stay!,CURRENT
italy_serie-a/2015-2016/2015-11-01 - 22-45 Lazio 1 - 3 AC Milan/2,This is born from that ball that Gentiletti is incapable of defending and that it seemed that Gentiletti,IRRELEVANT
france_ligue-1/2015-2016/2015-09-26 - 18-30 Nantes 1 - 4 Paris SG/1,"Of course, Boris Engineer is the clear favorite of this match.",IRRELEVANT
italy_serie-a/2016-2017/2017-05-20 - 19-00 Chievo 3 - 5 AS Roma/1,"A little earlier Daniel would have done this, and there would have been a dangerous attack.",PAST
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/1,"Enlis who already has one point than all last season, one more point",PAST
italy_serie-a/2016-2017/2017-02-04 - 22-45 Bologna 1 - 7 Napoli/2,this is childhood,IRRELEVANT
germany_bundesliga/2016-2017/2017-02-18 - 17-30 Dortmund 3 - 0 Wolfsburg/2,the astonishment is born with vino,IRRELEVANT
spain_laliga/2016-2017/2017-03-04 - 18-15 Eibar 1 - 4 Real Madrid/2,But his attempt went wide of Keylor Navas' goal.,CURRENT
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 B. Monchengladbach 4 - 2 Sevilla/1,And then he will be back in the Bundesliga.,PAST
france_ligue-1/2016-2017/2017-04-09 - 22-00 Paris SG 4 - 0 Guingamp/2,on face-to-face,CURRENT
italy_serie-a/2016-2017/2016-12-04 - 17-00 Lazio 0 - 2 AS Roma/1,"including in the cup final in 2013, in the derbies that took place in Serie A,",PAST
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/2,That's what Modric is saying,CURRENT
spain_laliga/2019-2020/2019-08-17 - 18-00 Celta Vigo 1 - 3 Real Madrid/2,The weight he had last season also prolongs it.,PAST
france_ligue-1/2016-2017/2017-04-18 - 19-30 Metz 2 - 3 Paris SG/1,and that we must not leave,CURRENT
italy_serie-a/2015-2016/2015-11-22 - 22-45 Inter 4 - 0 Frosinone/2,Frosinone's defenders didn't understand anything,CURRENT
europe_uefa-champions-league/2015-2016/2015-11-03 - 22-45 Shakhtar Donetsk 4 - 0 Malmo FF/2,and he has the home plate there when he supports now,IRRELEVANT
italy_serie-a/2016-2017/2016-08-27 - 21-45 Napoli 4 - 2 AC Milan/2,"scored on the field after a corner kick, which is why the Polish one is pointing the way but",CURRENT
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Olympiakos Piraeus 0 - 3 Bayern Munich/2,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/1,really poorly shot,CURRENT
france_ligue-1/2016-2017/2017-04-22 - 18-00 Paris SG 2 - 0 Montpellier/1,and jean-jacques showed us stéphane sessegnon who had passed through paris saint germain in 2008,PAST
spain_laliga/2016-2017/2017-02-11 - 22-45 Osasuna 1 - 3 Real Madrid/1,Jaime's attempt,CURRENT
spain_laliga/2015-2016/2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla/1,Danilo Luka Modric pays attention to the landing,CURRENT
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Bayer Leverkusen 4 - 1 BATE/1,"may be,",CURRENT
england_epl/2015-2016/2015-09-26 - 17-00 Leicester 2 - 5 Arsenal/2,he's already the highest paid player in the club but on the islands and the shouters would be ready to,CURRENT
europe_uefa-champions-league/2016-2017/2016-11-01 - 22-45 Manchester City 3 - 1 Barcelona/1,Once he visualizes you,CURRENT
spain_laliga/2015-2016/2015-08-29 - 23-30 Real Madrid 5 - 0 Betis/1,James proved it last year,PAST
europe_uefa-champions-league/2015-2016/2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma/1,from the Uruguayan,CURRENT
spain_laliga/2016-2017/2017-01-15 - 22-45 Sevilla 2 - 1 Real Madrid/2,Real Madrid appeared head-on to take the ball but Sevilla took it again after the cutback.,CURRENT
spain_laliga/2016-2017/2017-02-19 - 22-45 Barcelona 2 - 1 Leganes/1,"Luis Enrique not only supports him in the starting lineup, but today he hands him the handle of the team",IRRELEVANT
france_ligue-1/2016-2017/2016-11-19 - 19-00 Paris SG 2 - 0 Nantes/1,was born and trained,IRRELEVANT
europe_uefa-champions-league/2016-2017/2016-11-01 - 20-45 Besiktas 1 - 1 Napoli/2,Rodolphe is indignant about this.,CURRENT
italy_serie-a/2015-2016/2015-11-22 - 22-45 Inter 4 - 0 Frosinone/1,tries to squeeze between two opposing players,CURRENT
italy_serie-a/2016-2017/2017-03-19 - 14-30 Empoli 2 - 3 Napoli/2,"the idol of the fans, the idol of Tifosi.",IRRELEVANT
england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/1,although born in the United States,IRRELEVANT
england_epl/2014-2015/2015-04-11 - 19-30 Burnley 0 - 1 Arsenal/1,Straight outside,CURRENT
spain_laliga/2016-2017/2017-02-26 - 22-45 Villarreal 2 - 3 Real Madrid/2,Ball for Villarreal.,CURRENT
europe_uefa-champions-league/2016-2017/2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid/2,"yes, because he leaves the field of play",CURRENT
italy_serie-a/2016-2017/2017-05-14 - 16-00 Torino 0 - 5 Napoli/1,But a couple of football players in grenade uniform quickly grew up.,IRRELEVANT
spain_laliga/2016-2017/2016-10-15 - 17-15 Barcelona 4 - 0 Dep. La Coruna/2,"last season with Víctor Sánchez de Lamo on the bench of the Galician team,",PAST
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/2,and darmstadt in 4411 front straw angel,PAST
italy_serie-a/2015-2016/2015-09-20 - 13-30 Chievo 0 - 1 Inter/1,I said that the Argentine scored 22 goals in the past.,PAST
spain_laliga/2015-2016/2015-08-29 - 21-30 Barcelona 1 - 0 Malaga/1,through the central part,CURRENT
italy_serie-a/2016-2017/2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina/2,"Although, if we take the indicators, they are globally no different in weight from what they were last year in Naples.",PAST
europe_uefa-champions-league/2016-2017/2017-03-07 - 22-45 Napoli 1 - 3 Real Madrid/2,For Naples,CURRENT
germany_bundesliga/2014-2015/2015-04-25 - 16-30 Dortmund 2 - 0 Eintracht Frankfurt/1,Back in the dark.,PAST
france_ligue-1/2016-2017/2016-11-20 - 18-00 Saint Etienne 0 - 1 Nice/2,And Valentin Esri who loves Geoffroy Guichard.,IRRELEVANT
italy_serie-a/2016-2017/2016-11-27 - 22-45 AS Roma 3 - 2 Pescara/2,raised earlier.,PAST
spain_laliga/2016-2017/2016-10-22 - 17-15 Valencia 2 - 3 Barcelona/1,Mangalá also loves her,IRRELEVANT
spain_laliga/2014-2015/2015-04-29 - 21-00 Real Madrid 3 - 0 Almeria/1,activate much earlier,PAST
spain_laliga/2015-2016/2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid/2,with the number 27,CURRENT
spain_laliga/2015-2016/2015-09-23 - 22-00 Ath Bilbao 1 - 2 Real Madrid/2,who will still search,CURRENT
france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/1,No...,CURRENT
spain_laliga/2015-2016/2015-09-23 - 22-00 Ath Bilbao 1 - 2 Real Madrid/2,"supports the truck, personally I love it",IRRELEVANT
spain_laliga/2015-2016/2015-08-29 - 21-30 Barcelona 1 - 0 Malaga/2,could do last season and in this match the second half is well into the vermaelen finish,PAST
germany_bundesliga/2016-2017/2016-09-23 - 21-30 Dortmund 3 - 1 SC Freiburg/1,delivered here too the attempt on the right immediately sealed by sc freiburg behind finds,CURRENT
germany_bundesliga/2014-2015/2015-04-11 - 16-30 Bayern Munich 3 - 0 Eintracht Frankfurt/2,"Because family, he says, Forever longer than ever, Ever then and forever.",IRRELEVANT
france_ligue-1/2016-2017/2016-08-21 - 21-45 Paris SG 3 - 0 Metz/2,andré says maria we are a little reassured because we saw limping earlier,PAST
england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/1,He arrived for the second round of last season but Jonathan Evans has reached the,PAST
france_ligue-1/2016-2017/2017-03-04 - 19-00 Paris SG 1 - 0 Nancy/2,the real sanction at home but david we mentioned it earlier there are errors,PAST
italy_serie-a/2016-2017/2016-09-25 - 13-30 Torino 3 - 1 AS Roma/2,And he’s also wrong,CURRENT
germany_bundesliga/2015-2016/2015-11-07 - 17-30 Bayern Munich 4 - 0 VfB Stuttgart/2,three-man chain benatia so between alaba and raffinia the bayern with 14 and in the back in,PAST
italy_serie-a/2016-2017/2017-04-01 - 21-45 AS Roma 2 - 0 Empoli/1,It's Edin Dzeko who scores the first goal and catches up.,CURRENT
italy_serie-a/2016-2017/2017-04-30 - 21-45 Inter 0 - 1 Napoli/2,But in football he is again actively playing secrets.,CURRENT
italy_serie-a/2016-2017/2016-11-05 - 22-45 Napoli 1 - 1 Lazio/1,And instead of whom.,CURRENT
spain_laliga/2016-2017/2016-09-24 - 21-45 Las Palmas 2 - 2 Real Madrid/2,ball for Kike Setién's team,CURRENT
italy_serie-a/2016-2017/2016-12-01 - 18-00 Napoli 3 - 0 Internazionale/2,"Yes, she already loves to climb to the corner.",IRRELEVANT
europe_uefa-champions-league/2016-2017/2016-11-01 - 22-45 Manchester City 3 - 1 Barcelona/2,prepared,CURRENT
france_ligue-1/2016-2017/2016-09-16 - 21-45 Caen 0 - 6 Paris SG/1,he is angry,CURRENT
italy_serie-a/2015-2016/2015-09-20 - 16-00 Genoa 0 - 2 Juventus/1,"In the match against Kyiv there was a 4-3-1-2 formation, which was actively used by Allegri last year.",PAST
spain_laliga/2019-2020/2020-02-16 - 18-00 Real Madrid 2 - 2 Celta Vigo/2,Guione put her back in the cage.,PAST
germany_bundesliga/2015-2016/2015-11-07 - 17-30 Bayern Munich 4 - 0 VfB Stuttgart/1,"And because I said earlier, Lewandowski is passive.",PAST
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG/1,also born in Malmeux,IRRELEVANT
europe_uefa-champions-league/2016-2017/2017-03-07 - 22-45 Napoli 1 - 3 Real Madrid/1,a final that was lost in 2014 in Lisbon,PAST
europe_uefa-champions-league/2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/2,carried away in his momentum Thomas Beaunier who played last year in Bruges and who had,PAST
europe_uefa-champions-league/2015-2016/2015-09-15 - 21-45 Real Madrid 4 - 0 Shakhtar Donetsk/1,In 2014,PAST
italy_serie-a/2016-2017/2016-08-20 - 19-00 AS Roma 4 - 0 Udinese/1,Established a position in Serie A last season,PAST
europe_uefa-champions-league/2015-2016/2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG/2,one against Olympiakos last season,PAST
germany_bundesliga/2016-2017/2016-09-20 - 21-00 Wolfsburg 1 - 5 Dortmund/2,Mbélé loses the ball.,CURRENT
spain_laliga/2016-2017/2017-01-08 - 22-45 Villarreal 1 - 1 Barcelona/2,three supports,IRRELEVANT
france_ligue-1/2016-2017/2017-05-06 - 18-00 Paris SG 5 - 0 Bastia/1,Mathhuidi.,CURRENT
france_ligue-1/2016-2017/2016-12-17 - 19-00 Guingamp 2 - 1 Paris SG/2,in the too high,CURRENT
france_ligue-1/2016-2017/2017-04-22 - 18-00 Paris SG 2 - 0 Montpellier/1,Which will be cleared by Roussillon.,CURRENT
europe_uefa-champions-league/2016-2017/2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid/2,Yeah,CURRENT
europe_uefa-champions-league/2015-2016/2015-10-20 - 21-45 Arsenal 2 - 0 Bayern Munich/2,The team kept a clean sheet last season.,PAST
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"Earlier with Ben Arfa,",PAST
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
italy_serie-a/2016-2017/2017-02-26 - 22-45 Inter 1 - 3 AS Roma/1,"Well, yes, it’s just that Fazio was first on the ball",CURRENT
europe_uefa-champions-league/2014-2015/2014-11-04 - 22-45 Dortmund 4 - 1 Galatasaray/1,Kehl in his last season.,PAST
italy_serie-a/2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/2,is placed back in the red-black attacking zone,PAST
france_ligue-1/2016-2017/2017-05-20 - 22-00 Paris SG 1 - 1 Caen/1,"2009 in 2012, by the way, for survival, I already lost my registration in the league just in the last round",PAST
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/2,we said very lively on its supports,IRRELEVANT
italy_serie-a/2016-2017/2017-03-12 - 22-45 Palermo 0 - 3 AS Roma/1,Michel Marganella has one Italian born,IRRELEVANT
italy_serie-a/2016-2017/2017-02-26 - 22-45 Inter 1 - 3 AS Roma/1,The student is naturally indignant because he mostly supports the home team,IRRELEVANT
spain_laliga/2016-2017/2016-10-29 - 21-45 Barcelona 1 - 0 Granada CF/2,"company, finds it back in Uche",PAST
spain_laliga/2015-2016/2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid/1,And Victor who is with him.,CURRENT
italy_serie-a/2016-2017/2016-09-21 - 21-45 Genoa 0 - 0 Napoli/1,"For some reason, the referee decided that the Napoli player had broken the rules earlier.",PAST
italy_serie-a/2016-2017/2017-03-12 - 22-45 Palermo 0 - 3 AS Roma/1,Ruya.,CURRENT
italy_serie-a/2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/1,born in Switzerland,IRRELEVANT
italy_serie-a/2016-2017/2016-11-06 - 18-00 Internazionale 3 - 0 Crotone/2,And greet your favorite team.,IRRELEVANT
spain_laliga/2016-2017/2016-10-22 - 17-15 Valencia 2 - 3 Barcelona/2,But I think Nani needs,CURRENT
italy_serie-a/2016-2017/2016-09-17 - 21-45 Napoli 3 - 1 Bologna/1,His favorite maneuver.,IRRELEVANT
france_ligue-1/2016-2017/2017-02-08 - 18-00 Nice 1 - 0 Saint Etienne/1,Great start.,CURRENT
france_ligue-1/2016-2017/2017-03-04 - 19-00 Paris SG 1 - 0 Nancy/2,the center here,CURRENT
italy_serie-a/2016-2017/2016-11-06 - 18-00 Internazionale 3 - 0 Crotone/1,what did I even read to youẻ further dragon there on Bartolova Navagio is swimming alone at the same time.,CURRENT
france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/1,"you said it earlier, this is where he excels and where he makes the difference",PAST
france_ligue-1/2016-2017/2016-12-11 - 22-45 Paris SG 2 - 2 Nice/1,The tenth goal from Salle Pléa.,CURRENT
france_ligue-1/2016-2017/2017-02-26 - 23-00 Marseille 1 - 5 Paris SG/2,"But of course, that's what I was saying earlier. We feel the collective pleasure of playing together.",PAST
spain_laliga/2016-2017/2016-09-21 - 23-00 Barcelona 1 - 1 Atl. Madrid/2,He places it back in the finishing area.,PAST
spain_laliga/2019-2020/2020-02-01 - 18-00 Real Madrid 1 - 0 Atletico Madrid/2,Lucas Vázquez who drives,CURRENT
spain_laliga/2015-2016/2015-09-26 - 19-15 Real Madrid 0 - 0 Malaga/1,And the shot at the end that ended the goal kick.,CURRENT
germany_bundesliga/2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/2,Scored his first two Bundesliga goals against Borussia Dortmund in 2009.,PAST
germany_bundesliga/2015-2016/2015-09-26 - 16-30 1. FSV Mainz 05 0 - 3 Bayern Munich/2,locked in drink,CURRENT
spain_laliga/2016-2017/2017-04-15 - 17-15 Gijon 2 - 3 Real Madrid/2,For the Morata jump.,CURRENT
italy_serie-a/2016-2017/2017-05-14 - 21-45 AS Roma 3 - 1 Juventus/1,may cause.,CURRENT
italy_serie-a/2016-2017/2017-02-04 - 22-45 Bologna 1 - 7 Napoli/1,"A yellow card, in my opinion, for Kaliekhon, who had not scored a minute earlier.",PAST
europe_uefa-champions-league/2014-2015/2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow/1,but had earlier clashed with Wernblum.,PAST
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1,Idol.,IRRELEVANT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/2,Idol!,IRRELEVANT
italy_serie-a/2016-2017/2017-02-10 - 22-45 Napoli 2 - 0 Genoa/2,And the phrase about the fact that 2-0 is Fabio Capello’s least favorite score is out of place.,IRRELEVANT
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,from home in July last year.,PAST
germany_bundesliga/2015-2016/2015-09-22 - 21-00 Bayern Munich 5 - 1 Wolfsburg/1,Last season there was a lot of partying and full-throttle football.,PAST
italy_serie-a/2016-2017/2016-08-20 - 19-00 AS Roma 4 - 0 Udinese/2,Favorite of Sicilian fans,IRRELEVANT
italy_serie-a/2016-2017/2017-02-10 - 22-45 Napoli 2 - 0 Genoa/1,The Federation allowed to play earlier,PAST
spain_laliga/2016-2017/2017-01-21 - 18-15 Real Madrid 2 - 1 Malaga/2,Kroos.,CURRENT
germany_bundesliga/2016-2017/2016-10-29 - 19-30 Dortmund 0 - 0 Schalke/1,.,CURRENT
spain_laliga/2016-2017/2017-05-21 - 21-00 Barcelona 4 - 2 Eibar/1,Quique loves her.,IRRELEVANT
germany_bundesliga/2016-2017/2016-10-14 - 21-30 Dortmund 1 - 1 Hertha Berlin/2,Idol.,IRRELEVANT
germany_bundesliga/2015-2016/2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund/1,Idol.,IRRELEVANT
england_epl/2016-2017/2016-09-10 - 17-00 Arsenal 2 - 1 Southampton/2,this match is the favorite on paper,IRRELEVANT
italy_serie-a/2015-2016/2015-11-22 - 22-45 Inter 4 - 0 Frosinone/1,Palermo from Mondello who grew up on Juve's journey,IRRELEVANT
england_epl/2015-2016/2015-11-08 - 19-00 Arsenal 1 - 1 Tottenham/1,"against Anderlecht, a very complicated match",CURRENT
france_ligue-1/2016-2017/2016-11-06 - 22-45 Paris SG 4 - 0 Rennes/1,that he is looking for the post,CURRENT
spain_laliga/2014-2015/2015-05-23 - 21-30 Real Madrid 7 - 3 Getafe/1,has players to be able to combine,CURRENT
england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/2,see jino first because he had some incident last season outside of the,PAST
italy_serie-a/2016-2017/2016-10-29 - 21-45 Juventus 2 - 1 Napoli/1,He loves to give out peppercorns.,IRRELEVANT
spain_laliga/2015-2016/2015-08-29 - 21-30 Barcelona 1 - 0 Malaga/2,could do last season and in this match the second half is well into the vermaelen finish,PAST
spain_laliga/2015-2016/2016-03-20 - 22-30 Real Madrid 4 - 0 Sevilla/1,I think that in childhood,IRRELEVANT
germany_bundesliga/2015-2016/2015-09-19 - 16-30 Darmstadt 0 - 3 Bayern Munich/2,Born in Mainz.,IRRELEVANT
spain_laliga/2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/1,A born charmer.,IRRELEVANT
spain_laliga/2015-2016/2016-04-16 - 17-00 Getafe 1 - 5 Real Madrid/2,"Of course, and Getafe now",CURRENT
spain_laliga/2016-2017/2016-10-29 - 17-15 Alaves 1 - 4 Real Madrid/1,barrier of four footballers that Fernando Pacheco has,CURRENT
france_ligue-1/2016-2017/2017-05-07 - 18-00 Marseille 2 - 1 Nice/1,their favorite stronghold the Jews are really dad and I urged Aaron,IRRELEVANT
italy_serie-a/2016-2017/2016-09-18 - 18-00 Empoli 0 - 2 Internazionale/1,"and last year he scored in the 1-0 match,",PAST
france_ligue-1/2016-2017/2016-11-30 - 23-00 Paris SG 2 - 0 Angers/1,"We saw it earlier in the three-way game between Thiago Motta, Lucas and Meunier.",PAST
europe_uefa-champions-league/2016-2017/2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid/1,the ball up,CURRENT
spain_laliga/2016-2017/2017-05-14 - 21-00 Las Palmas 1 - 4 Barcelona/2,Andrés Iniesta supports the entrance of Roque Mesa.,IRRELEVANT
spain_laliga/2016-2017/2017-01-21 - 18-15 Real Madrid 2 - 1 Malaga/1,And also last season the player had growth that generated a lot of expectations.,PAST
france_ligue-1/2016-2017/2017-05-20 - 22-00 Paris SG 1 - 1 Caen/1,"2009 in 2012, by the way, for survival, I already lost my registration in the league just in the last round",PAST
france_ligue-1/2016-2017/2016-09-20 - 22-00 Paris SG 3 - 0 Dijon/2,give playing time to players who did not have any in the previous match,PAST
spain_laliga/2016-2017/2017-01-29 - 22-45 Real Madrid 3 - 0 Real Sociedad/1,From Eusebio Sagristán imposed and with excellent performance since last season.,PAST
italy_serie-a/2016-2017/2016-10-30 - 17-00 AC Milan 1 - 0 Pescara/1,medical bag to different suitcase was born to see,IRRELEVANT
europe_uefa-champions-league/2015-2016/2015-09-29 - 21-45 Bayern Munich 5 - 0 D. Zagreb/1,Idol.,IRRELEVANT
spain_laliga/2014-2015/2015-05-09 - 21-00 Real Madrid 2 - 2 Valencia/1,"well, they see Real Madrid as a very favorite",IRRELEVANT
italy_serie-a/2016-2017/2016-08-20 - 18-00 Juventus 2 - 1 Fiorentina/1,"This is correct, because Olegri was reminiscent of last season, when Eventus got off to a terrible start.",PAST
france_ligue-1/2016-2017/2017-04-22 - 18-00 Paris SG 2 - 0 Montpellier/1,family is the life of shepherd françois zé every saturday you know i think there is even,IRRELEVANT
italy_serie-a/2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/2,Milan are attacking with good intensity.,CURRENT
europe_uefa-champions-league/2015-2016/2015-09-16 - 21-45 Gent 1 - 1 Lyon/2,it's limited it's also limited it's a little limited like earlier,PAST
germany_bundesliga/2016-2017/2017-04-29 - 16-30 Dortmund 0 - 0 FC Koln/1,easy,CURRENT
italy_serie-a/2016-2017/2017-04-30 - 13-30 AS Roma 1 - 3 Lazio/2,left earlier.,PAST
italy_serie-a/2016-2017/2017-02-19 - 17-00 Chievo 1 - 3 Napoli/1,"Alan, I confess, is one of my favorite players in Napoli.",IRRELEVANT
spain_laliga/2016-2017/2017-04-05 - 22-30 Leganes 2 - 4 Real Madrid/1,on the bench,CURRENT
italy_serie-a/2016-2017/2017-03-12 - 17-00 Napoli 3 - 0 Crotone/2,Alice creates like Napoleon.,CURRENT
france_ligue-1/2016-2017/2016-08-12 - 21-00 Bastia 0 - 1 Paris SG/2,and we had chances of winning in Ligue 1 last year,PAST
italy_serie-a/2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/2,Stratman.,CURRENT
germany_bundesliga/2015-2016/2015-10-04 - 18-30 Bayern Munich 5 - 1 Dortmund/1,Idol.,IRRELEVANT
france_ligue-1/2016-2017/2017-04-09 - 22-00 Paris SG 4 - 0 Guingamp/1,he came earlier to talk to Antoine a little,PAST
spain_laliga/2014-2015/2015-04-28 - 21-00 Barcelona 6 - 0 Getafe/2,Mathieu supports him.,IRRELEVANT
italy_serie-a/2016-2017/2016-10-29 - 21-45 Juventus 2 - 1 Napoli/2,He was born in Turin.,IRRELEVANT
france_ligue-1/2016-2017/2017-04-14 - 21-45 Angers 0 - 2 Paris SG/2,there we have difficulty finding it,CURRENT
italy_serie-a/2016-2017/2017-02-26 - 22-45 Inter 1 - 3 AS Roma/1,But I grew up without a father,IRRELEVANT
france_ligue-1/2016-2017/2017-04-18 - 19-30 Metz 2 - 3 Paris SG/1,by Maxwell.,CURRENT
italy_serie-a/2016-2017/2017-01-15 - 17-00 Udinese 0 - 1 AS Roma/2,This was in 2011.,PAST
france_ligue-1/2016-2017/2016-08-28 - 21-45 Monaco 3 - 1 Paris SG/1,an idol,IRRELEVANT
